KB손해보험,KB손해보험,OK금융그룹,OK금융그룹,VS,대한항공,대한항공,삼성화재,삼성화재,시즌,우리카드,우리카드,한국전력,한국전력,현대캐피탈,현대캐피탈
Vs 상대,시즌평균,Vs 상대,시즌평균,구분,Vs 상대,시즌평균,Vs 상대,시즌평균,,Vs 상대,시즌평균,Vs 상대,시즌평균,Vs 상대,시즌평균
,,55.70%,53.87%,후위공격,,,,,018,,,,,50.00%,51.61%
,,38.46%,49.86%,속공,,,,,018,,,,,66.67%,59.56%
,,53.59%,58.53%,퀵오픈,,,,,018,,,,,60.14%,56.90%
,,1.21,1.36,서브,,,,,018,,,,,0.92,0.78
,,2.46,2.01,블로킹,,,,,018,,,,,2.88,2.28
,,8.08,8.05,디그,,,,,018,,,,,8.25,9.39
,,11.33,11.85,세트,,,,,018,,,,,12.17,12.18
,,6.83,5.51,리시브,,,,,018,,,,,7.58,7.71
,,0.00,0.03,벌칙,,,,,018,,,,,0.00,0.00
,,23.67,25.53,범실,,,,,018,,,,,23.17,23.50
,,,,득점,,,,,018,102.67,88.47,,,100.00,85.69
,,,,공격,,,,,018,47.69%,49.66%,,,49.30%,51.41%
,,,,오픈공격,,,,,018,43.42%,41.34%,,,42.70%,42.53%
,,,,시간차공격,,,,,018,52.94%,64.13%,,,80.00%,68.29%
,,,,이동공격,,,,,018,,0.00%,,,,0.00%
,,,,후위공격,,,,,018,49.34%,52.47%,,,49.69%,51.61%
,,,,속공,,,,,018,43.14%,55.65%,,,57.39%,59.56%
,,,,퀵오픈,,,,,018,56.52%,57.50%,,,52.98%,56.90%
,,,,서브,,,,,018,1.07,1.23,,,0.57,0.78
,,,,블로킹,,,,,018,2.61,2.42,,,2.71,2.28
,,,,디그,,,,,018,9.39,9.57,,,10.32,9.39
,,,,세트,,,,,018,12.04,11.66,,,12.07,12.18
,,,,리시브,,,,,018,7.07,5.85,,,7.71,7.71
,,,,벌칙,,,,,018,0.00,0.00,,,0.00,0.00
,,,,범실,,,,,018,25.83,22.31,,,27.00,23.50
,,,,득점,96.17,90.17,,,018,,,91.83,87.03,,
,,,,공격,47.77%,51.77%,,,018,,,44.01%,47.66%,,
,,,,오픈공격,37.20%,39.18%,,,018,,,35.15%,39.67%,,
,,,,시간차공격,60.00%,63.64%,,,018,,,71.43%,66.20%,,
,,,,이동공격,,0.00%,,,018,,,,0.00%,,
,,,,후위공격,48.97%,56.01%,,,018,,,40.82%,47.23%,,
,,,,속공,53.54%,58.52%,,,018,,,50.00%,54.56%,,
,,,,퀵오픈,53.56%,55.75%,,,018,,,53.02%,56.28%,,
,,,,서브,1.23,1.44,,,018,,,0.81,1.09,,
,,,,블로킹,2.42,2.15,,,018,,,2.04,2.59,,
,,,,디그,11.00,10.14,,,018,,,9.38,9.87,,
,,,,세트,12.08,12.35,,,018,,,10.00,11.25,,
,,,,리시브,7.23,6.10,,,018,,,6.58,6.01,,
,,,,벌칙,0.00,0.00,,,018,,,0.00,0.00,,
,,,,범실,34.00,27.86,,,018,,,24.83,20.92,,
,,,,득점,,,72.50,82.83,018,,,76.17,87.03,,
,,,,공격,,,46.27%,49.29%,018,,,49.58%,47.66%,,
,,,,오픈공격,,,42.99%,42.09%,018,,,43.78%,39.67%,,
,,,,시간차공격,,,50.00%,58.33%,018,,,84.62%,66.20%,,
,,,,이동공격,,,,0.00%,018,,,,0.00%,,
,,,,후위공격,,,49.64%,50.17%,018,,,45.00%,47.23%,,
,,,,속공,,,55.56%,56.97%,018,,,60.61%,54.56%,,
,,,,퀵오픈,,,43.81%,57.10%,018,,,54.55%,56.28%,,
,,,,서브,,,1.76,1.48,018,,,1.48,1.09,,
,,,,블로킹,,,2.38,1.82,018,,,3.05,2.59,,
,,,,디그,,,8.76,8.42,018,,,9.24,9.87,,
,,,,세트,,,10.81,11.25,018,,,10.62,11.25,,
,,,,리시브,,,4.38,5.21,018,,,4.48,6.01,,
,,,,벌칙,,,0.00,0.00,018,,,0.00,0.00,,
,,,,범실,,,21.33,26.14,018,,,17.67,20.92,,
94.67,91.94,,,득점,,,,,018,,,97.33,87.03,,
51.47%,53.86%,,,공격,,,,,018,,,51.08%,47.66%,,
46.50%,46.09%,,,오픈공격,,,,,018,,,40.89%,39.67%,,
57.14%,64.44%,,,시간차공격,,,,,018,,,60.00%,66.20%,,
,0.00%,,,이동공격,,,,,018,,,,0.00%,,
56.46%,57.49%,,,후위공격,,,,,018,,,54.82%,47.23%,,
53.85%,57.85%,,,속공,,,,,018,,,59.77%,54.56%,,
51.03%,59.21%,,,퀵오픈,,,,,018,,,62.28%,56.28%,,
1.64,1.58,,,서브,,,,,018,,,1.20,1.09,,
2.08,1.85,,,블로킹,,,,,018,,,2.36,2.59,,
9.80,9.13,,,디그,,,,,018,,,10.08,9.87,,
13.52,12.73,,,세트,,,,,018,,,12.48,11.25,,
6.92,5.23,,,리시브,,,,,018,,,4.64,6.01,,
0.00,0.00,,,벌칙,,,,,018,,,0.00,0.00,,
27.33,26.83,,,범실,,,,,018,,,20.67,20.92,,
,,,,득점,,,,,018,,,95.17,87.03,86.17,85.69
,,,,공격,,,,,018,,,47.41%,47.66%,47.31%,51.41%
,,,,오픈공격,,,,,018,,,38.31%,39.67%,37.61%,42.53%
,,,,시간차공격,,,,,018,,,60.00%,66.20%,44.44%,68.29%
,,,,이동공격,,,,,018,,,,0.00%,,0.00%
,,,,후위공격,,,,,018,,,46.88%,47.23%,51.54%,51.61%
,,,,속공,,,,,018,,,53.60%,54.56%,55.00%,59.56%
,,,,퀵오픈,,,,,018,,,58.73%,56.28%,50.47%,56.90%
,,,,서브,,,,,018,,,0.92,1.09,0.56,0.78
,,,,블로킹,,,,,018,,,3.32,2.59,2.36,2.28
,,,,디그,,,,,018,,,10.24,9.87,10.88,9.39
,,,,세트,,,,,018,,,11.40,11.25,12.36,12.18
,,,,리시브,,,,,018,,,8.08,6.01,8.84,7.71
,,,,벌칙,,,,,018,,,0.00,0.00,0.00,0.00
,,,,범실,,,,,018,,,19.67,20.92,27.17,23.50
,,90.00,87.03,득점,,,,,018,,,88.00,87.03,,
,,52.14%,52.17%,공격,,,,,018,,,50.27%,47.66%,,
,,44.93%,46.50%,오픈공격,,,,,018,,,43.81%,39.67%,,
,,66.67%,68.60%,시간차공격,,,,,018,,,63.64%,66.20%,,
,,50.00%,80.00%,이동공격,,,,,018,,,,0.00%,,
,,55.71%,53.87%,후위공격,,,,,018,,,48.28%,47.23%,,
,,50.00%,49.86%,속공,,,,,018,,,50.00%,54.56%,,
,,59.15%,58.53%,퀵오픈,,,,,018,,,62.31%,56.28%,,
,,1.79,1.36,서브,,,,,018,,,1.33,1.09,,
,,2.63,2.01,블로킹,,,,,018,,,2.92,2.59,,
,,8.17,8.05,디그,,,,,018,,,8.38,9.87,,
,,12.21,11.85,세트,,,,,018,,,10.96,11.25,,
,,5.46,5.51,리시브,,,,,018,,,4.75,6.01,,
,,0.00,0.03,벌칙,,,,,018,,,0.00,0.00,,
,,24.33,25.53,범실,,,,,018,,,21.67,20.92,,
,,,,득점,,,,,018,85.50,88.47,73.67,87.03,,
,,,,공격,,,,,018,48.41%,49.66%,44.11%,47.66%,,
,,,,오픈공격,,,,,018,34.39%,41.34%,37.13%,39.67%,,
,,,,시간차공격,,,,,018,80.00%,64.13%,53.85%,66.20%,,
,,,,이동공격,,,,,018,,0.00%,,0.00%,,
,,,,후위공격,,,,,018,49.64%,52.47%,43.85%,47.23%,,
,,,,속공,,,,,018,57.53%,55.65%,56.10%,54.56%,,
,,,,퀵오픈,,,,,018,66.94%,57.50%,48.23%,56.28%,,
,,,,서브,,,,,018,1.33,1.23,0.86,1.09,,
,,,,블로킹,,,,,018,3.19,2.42,1.86,2.59,,
,,,,디그,,,,,018,13.24,9.57,12.10,9.87,,
,,,,세트,,,,,018,13.24,11.66,12.10,11.25,,
,,,,리시브,,,,,018,6.90,5.85,7.48,6.01,,
,,,,벌칙,,,,,018,0.00,0.00,0.00,0.00,,
,,,,범실,,,,,018,19.83,22.31,21.00,20.92,,
,,67.17,87.03,득점,80.67,90.17,,,018,,,,,,
,,44.06%,52.17%,공격,54.27%,51.77%,,,018,,,,,,
,,39.34%,46.50%,오픈공격,39.64%,39.18%,,,018,,,,,,
,,50.00%,68.60%,시간차공격,83.33%,63.64%,,,018,,,,,,
,,100.00%,80.00%,이동공격,,0.00%,,,018,,,,,,
,,41.59%,53.87%,후위공격,56.31%,56.01%,,,018,,,,,,
,,34.48%,49.86%,속공,61.02%,58.52%,,,018,,,,,,
,,56.06%,58.53%,퀵오픈,58.99%,55.75%,,,018,,,,,,
,,0.90,1.36,서브,2.10,1.44,,,018,,,,,,
,,1.50,2.01,블로킹,2.85,2.15,,,018,,,,,,
,,9.10,8.05,디그,10.15,10.14,,,018,,,,,,
,,10.65,11.85,세트,12.00,12.35,,,018,,,,,,
,,5.50,5.51,리시브,6.05,6.10,,,018,,,,,,
,,0.00,0.03,벌칙,0.00,0.00,,,018,,,,,,
,,22.67,25.53,범실,22.67,27.86,,,018,,,,,,
,,96.83,87.03,득점,,,94.67,82.83,018,,,,,,
,,55.24%,52.17%,공격,,,54.61%,49.29%,018,,,,,,
,,45.71%,46.50%,오픈공격,,,42.93%,42.09%,018,,,,,,
,,81.25%,68.60%,시간차공격,,,60.00%,58.33%,018,,,,,,
,,100.00%,80.00%,이동공격,,,,0.00%,018,,,,,,
,,54.61%,53.87%,후위공격,,,58.50%,50.17%,018,,,,,,
,,59.32%,49.86%,속공,,,64.20%,56.97%,018,,,,,,
,,65.67%,58.53%,퀵오픈,,,61.65%,57.10%,018,,,,,,
,,1.38,1.36,서브,,,1.38,1.48,018,,,,,,
,,1.81,2.01,블로킹,,,1.73,1.82,018,,,,,,
,,7.65,8.05,디그,,,7.19,8.42,018,,,,,,
,,11.69,11.85,세트,,,11.42,11.25,018,,,,,,
,,5.31,5.51,리시브,,,5.12,5.21,018,,,,,,
,,0.00,0.03,벌칙,,,0.00,0.00,018,,,,,,
,,29.67,25.53,범실,,,30.17,26.14,018,,,,,,
92.00,91.94,91.83,87.03,득점,,,,,018,,,,,,
55.40%,53.86%,56.36%,52.17%,공격,,,,,018,,,,,,
45.97%,46.09%,52.91%,46.50%,오픈공격,,,,,018,,,,,,
80.00%,64.44%,73.33%,68.60%,시간차공격,,,,,018,,,,,,
,0.00%,,80.00%,이동공격,,,,,018,,,,,,
61.66%,57.49%,57.53%,53.87%,후위공격,,,,,018,,,,,,
56.25%,57.85%,58.06%,49.86%,속공,,,,,018,,,,,,
59.82%,59.21%,57.85%,58.53%,퀵오픈,,,,,018,,,,,,
1.65,1.58,1.74,1.36,서브,,,,,018,,,,,,
1.83,1.85,1.70,2.01,블로킹,,,,,018,,,,,,
8.48,9.13,8.30,8.05,디그,,,,,018,,,,,,
13.13,12.73,12.78,11.85,세트,,,,,018,,,,,,
4.74,5.23,5.26,5.51,리시브,,,,,018,,,,,,
0.00,0.00,0.00,0.03,벌칙,,,,,018,,,,,,
27.00,26.83,25.50,25.53,범실,,,,,018,,,,,,
,,85.67,87.03,득점,,,,,018,,,,,90.33,85.69
,,47.99%,52.17%,공격,,,,,018,,,,,55.12%,51.41%
,,40.37%,46.50%,오픈공격,,,,,018,,,,,46.96%,42.53%
,,69.23%,68.60%,시간차공격,,,,,018,,,,,100.00%,68.29%
,,,80.00%,이동공격,,,,,018,,,,,,0.00%
,,55.70%,53.87%,후위공격,,,,,018,,,,,50.00%,51.61%
,,38.46%,49.86%,속공,,,,,018,,,,,66.67%,59.56%
,,53.59%,58.53%,퀵오픈,,,,,018,,,,,60.14%,56.90%
,,1.21,1.36,서브,,,,,018,,,,,0.92,0.78
,,2.46,2.01,블로킹,,,,,018,,,,,2.88,2.28
,,8.08,8.05,디그,,,,,018,,,,,8.25,9.39
,,11.33,11.85,세트,,,,,018,,,,,12.17,12.18
,,6.83,5.51,리시브,,,,,018,,,,,7.58,7.71
,,0.00,0.03,벌칙,,,,,018,,,,,0.00,0.00
,,23.67,25.53,범실,,,,,018,,,,,23.17,23.50
,,90.00,87.03,득점,,,,,018,,,88.00,87.03,,
,,52.14%,52.17%,공격,,,,,018,,,50.27%,47.66%,,
,,44.93%,46.50%,오픈공격,,,,,018,,,43.81%,39.67%,,
,,66.67%,68.60%,시간차공격,,,,,018,,,63.64%,66.20%,,
,,50.00%,80.00%,이동공격,,,,,018,,,,0.00%,,
,,55.71%,53.87%,후위공격,,,,,018,,,48.28%,47.23%,,
,,50.00%,49.86%,속공,,,,,018,,,50.00%,54.56%,,
,,59.15%,58.53%,퀵오픈,,,,,018,,,62.31%,56.28%,,
,,1.79,1.36,서브,,,,,018,,,1.33,1.09,,
,,2.63,2.01,블로킹,,,,,018,,,2.92,2.59,,
,,8.17,8.05,디그,,,,,018,,,8.38,9.87,,
,,12.21,11.85,세트,,,,,018,,,10.96,11.25,,
,,5.46,5.51,리시브,,,,,018,,,4.75,6.01,,
,,0.00,0.03,벌칙,,,,,018,,,0.00,0.00,,
,,24.33,25.53,범실,,,,,018,,,21.67,20.92,,
,,90.67,87.03,득점,,,,,018,89.67,88.47,,,,
,,56.49%,52.17%,공격,,,,,018,51.85%,49.66%,,,,
,,54.17%,46.50%,오픈공격,,,,,018,42.08%,41.34%,,,,
,,64.29%,68.60%,시간차공격,,,,,018,80.95%,64.13%,,,,
,,100.00%,80.00%,이동공격,,,,,018,,0.00%,,,,
,,55.40%,53.87%,후위공격,,,,,018,54.25%,52.47%,,,,
,,60.00%,49.86%,속공,,,,,018,61.54%,55.65%,,,,
,,59.50%,58.53%,퀵오픈,,,,,018,53.91%,57.50%,,,,
,,1.08,1.36,서브,,,,,018,1.28,1.23,,,,
,,1.92,2.01,블로킹,,,,,018,1.80,2.42,,,,
,,7.24,8.05,디그,,,,,018,8.24,9.57,,,,
,,12.24,11.85,세트,,,,,018,11.48,11.66,,,,
,,4.76,5.51,리시브,,,,,018,5.76,5.85,,,,
,,0.17,0.03,벌칙,,,,,018,0.00,0.00,,,,
,,27.33,25.53,범실,,,,,018,24.50,22.31,,,,
,,,,득점,82.67,90.17,,,018,80.33,88.47,,,,
,,,,공격,51.35%,51.77%,,,018,47.64%,49.66%,,,,
,,,,오픈공격,43.07%,39.18%,,,018,38.98%,41.34%,,,,
,,,,시간차공격,87.50%,63.64%,,,018,58.33%,64.13%,,,,
,,,,이동공격,,0.00%,,,018,,0.00%,,,,
,,,,후위공격,57.04%,56.01%,,,018,53.85%,52.47%,,,,
,,,,속공,45.76%,58.52%,,,018,56.25%,55.65%,,,,
,,,,퀵오픈,53.08%,55.75%,,,018,53.64%,57.50%,,,,
,,,,서브,0.95,1.44,,,018,1.05,1.23,,,,
,,,,블로킹,2.00,2.15,,,018,2.32,2.42,,,,
,,,,디그,10.36,10.14,,,018,9.41,9.57,,,,
,,,,세트,12.36,12.35,,,018,11.00,11.66,,,,
,,,,리시브,6.59,6.10,,,018,5.82,5.85,,,,
,,,,벌칙,0.00,0.00,,,018,0.00,0.00,,,,
,,,,범실,26.00,27.86,,,018,24.17,22.31,,,,
,,,,득점,,,77.50,82.83,018,86.83,88.47,,,,
,,,,공격,,,45.58%,49.29%,018,52.22%,49.66%,,,,
,,,,오픈공격,,,38.55%,42.09%,018,46.18%,41.34%,,,,
,,,,시간차공격,,,66.67%,58.33%,018,47.37%,64.13%,,,,
,,,,이동공격,,,,0.00%,018,,0.00%,,,,
,,,,후위공격,,,49.32%,50.17%,018,51.04%,52.47%,,,,
,,,,속공,,,46.43%,56.97%,018,58.82%,55.65%,,,,
,,,,퀵오픈,,,54.24%,57.10%,018,66.67%,57.50%,,,,
,,,,서브,,,1.78,1.48,018,1.26,1.23,,,,
,,,,블로킹,,,1.74,1.82,018,3.26,2.42,,,,
,,,,디그,,,9.26,8.42,018,8.96,9.57,,,,
,,,,세트,,,11.04,11.25,018,11.30,11.66,,,,
,,,,리시브,,,6.26,5.21,018,4.26,5.85,,,,
,,,,벌칙,,,0.00,0.00,018,0.00,0.00,,,,
,,,,범실,,,24.17,26.14,018,20.17,22.31,,,,
90.33,91.94,,,득점,,,,,018,85.83,88.47,,,,
57.55%,53.86%,,,공격,,,,,018,50.94%,49.66%,,,,
52.60%,46.09%,,,오픈공격,,,,,018,43.01%,41.34%,,,,
75.00%,64.44%,,,시간차공격,,,,,018,62.50%,64.13%,,,,
,0.00%,,,이동공격,,,,,018,,0.00%,,,,
58.24%,57.49%,,,후위공격,,,,,018,56.83%,52.47%,,,,
51.56%,57.85%,,,속공,,,,,018,61.76%,55.65%,,,,
64.67%,59.21%,,,퀵오픈,,,,,018,50.00%,57.50%,,,,
1.58,1.58,,,서브,,,,,018,1.42,1.23,,,,
1.88,1.85,,,블로킹,,,,,018,1.46,2.42,,,,
8.96,9.13,,,디그,,,,,018,8.67,9.57,,,,
13.54,12.73,,,세트,,,,,018,11.00,11.66,,,,
5.71,5.23,,,리시브,,,,,018,5.13,5.85,,,,
0.00,0.00,,,벌칙,,,,,018,0.00,0.00,,,,
29.00,26.83,,,범실,,,,,018,19.33,22.31,,,,
,,,,득점,,,,,018,102.67,88.47,,,100.00,85.69
,,,,공격,,,,,018,47.69%,49.66%,,,49.30%,51.41%
,,,,오픈공격,,,,,018,43.42%,41.34%,,,42.70%,42.53%
,,,,시간차공격,,,,,018,52.94%,64.13%,,,80.00%,68.29%
,,,,이동공격,,,,,018,,0.00%,,,,0.00%
,,,,후위공격,,,,,018,49.34%,52.47%,,,49.69%,51.61%
,,,,속공,,,,,018,43.14%,55.65%,,,57.39%,59.56%
,,,,퀵오픈,,,,,018,56.52%,57.50%,,,52.98%,56.90%
,,,,서브,,,,,018,1.07,1.23,,,0.57,0.78
,,,,블로킹,,,,,018,2.61,2.42,,,2.71,2.28
,,,,디그,,,,,018,9.39,9.57,,,10.32,9.39
,,,,세트,,,,,018,12.04,11.66,,,12.07,12.18
,,,,리시브,,,,,018,7.07,5.85,,,7.71,7.71
,,,,벌칙,,,,,018,0.00,0.00,,,0.00,0.00
,,,,범실,,,,,018,25.83,22.31,,,27.00,23.50
,,,,득점,,,,,018,85.50,88.47,73.67,87.03,,
,,,,공격,,,,,018,48.41%,49.66%,44.11%,47.66%,,
,,,,오픈공격,,,,,018,34.39%,41.34%,37.13%,39.67%,,
,,,,시간차공격,,,,,018,80.00%,64.13%,53.85%,66.20%,,
,,,,이동공격,,,,,018,,0.00%,,0.00%,,
,,,,후위공격,,,,,018,49.64%,52.47%,43.85%,47.23%,,
,,,,속공,,,,,018,57.53%,55.65%,56.10%,54.56%,,
,,,,퀵오픈,,,,,018,66.94%,57.50%,48.23%,56.28%,,
,,,,서브,,,,,018,1.33,1.23,0.86,1.09,,
,,,,블로킹,,,,,018,3.19,2.42,1.86,2.59,,
,,,,디그,,,,,018,13.24,9.57,12.10,9.87,,
,,,,세트,,,,,018,13.24,11.66,12.10,11.25,,
,,,,리시브,,,,,018,6.90,5.85,7.48,6.01,,
,,,,벌칙,,,,,018,0.00,0.00,0.00,0.00,,
,,,,범실,,,,,018,19.83,22.31,21.00,20.92,,
,,90.67,87.03,득점,,,,,018,89.67,88.47,,,,
,,56.49%,52.17%,공격,,,,,018,51.85%,49.66%,,,,
,,54.17%,46.50%,오픈공격,,,,,018,42.08%,41.34%,,,,
,,64.29%,68.60%,시간차공격,,,,,018,80.95%,64.13%,,,,
,,100.00%,80.00%,이동공격,,,,,018,,0.00%,,,,
,,55.40%,53.87%,후위공격,,,,,018,54.25%,52.47%,,,,
,,60.00%,49.86%,속공,,,,,018,61.54%,55.65%,,,,
,,59.50%,58.53%,퀵오픈,,,,,018,53.91%,57.50%,,,,
,,1.08,1.36,서브,,,,,018,1.28,1.23,,,,
,,1.92,2.01,블로킹,,,,,018,1.80,2.42,,,,
,,7.24,8.05,디그,,,,,018,8.24,9.57,,,,
,,12.24,11.85,세트,,,,,018,11.48,11.66,,,,
,,4.76,5.51,리시브,,,,,018,5.76,5.85,,,,
,,0.17,0.03,벌칙,,,,,018,0.00,0.00,,,,
,,27.33,25.53,범실,,,,,018,24.50,22.31,,,,
