경기 No.,경기일자,상대팀,세트스코어,득점,실점,경기시간,승패,시즌,홈팀
191,2019.02.23,현대캐피탈,0:3,63,78,1h 27m,lose,015,한국전력
3,2018.10.15,OK금융그룹,1:3,95,103,2h 12m,lose,015,한국전력
62,2018.11.24,OK금융그룹,0:3,56,75,1h 15m,lose,015,한국전력
82,2018.12.07,OK금융그룹,0:3,50,75,1h 09m,lose,015,한국전력
144,2019.01.18,OK금융그룹,3:1,96,86,1h 48m,win,015,한국전력
157,2019.02.01,OK금융그룹,0:3,61,75,1h 22m,lose,015,한국전력
211,2019.03.08,OK금융그룹,0:3,56,75,1h 14m,lose,015,한국전력
33,2018.11.04,우리카드,0:3,58,75,1h 21m,lose,015,한국전력
46,2018.11.12,우리카드,0:3,61,79,1h 29m,lose,015,한국전력
92,2018.12.14,우리카드,2:3,110,117,2h 23m,lose,015,한국전력
135,2019.01.12,우리카드,0:3,56,75,1h 18m,lose,015,한국전력
146,2019.01.24,우리카드,0:3,67,75,1h 27m,lose,015,한국전력
181,2019.02.16,우리카드,3:2,102,105,2h 20m,win,015,한국전력
31,2018.11.03,대한항공,3:2,113,96,2h 04m,win,015,OK금융그룹
44,2018.11.11,대한항공,0:3,60,75,1h 22m,lose,015,OK금융그룹
95,2018.12.16,대한항공,3:1,96,93,1h 53m,win,015,OK금융그룹
139,2019.01.14,대한항공,3:2,102,109,2h 10m,win,015,OK금융그룹
153,2019.01.29,대한항공,1:3,87,91,1h 47m,lose,015,OK금융그룹
216,2019.03.11,대한항공,3:2,106,87,1h 46m,win,015,OK금융그룹
24,2018.10.30,삼성화재,3:0,83,74,1h 31m,win,015,OK금융그룹
37,2018.11.06,삼성화재,3:1,101,91,1h 56m,win,015,OK금융그룹
108,2018.12.24,삼성화재,0:3,67,78,1h 24m,lose,015,OK금융그룹
134,2019.01.11,삼성화재,3:0,78,66,1h 26m,win,015,OK금융그룹
148,2019.01.26,삼성화재,3:2,99,103,1h 59m,win,015,OK금융그룹
207,2019.03.05,삼성화재,1:3,78,94,1h 39m,lose,015,OK금융그룹
8,2018.10.21,KB손해보험,3:1,92,81,1h 46m,win,015,OK금융그룹
72,2018.11.30,KB손해보험,3:1,91,82,1h 50m,win,015,OK금융그룹
88,2018.12.11,KB손해보험,1:3,103,107,2h 05m,lose,015,OK금융그룹
119,2019.01.01,KB손해보험,0:3,61,75,1h 23m,lose,015,OK금융그룹
164,2019.02.05,KB손해보험,0:3,68,79,1h 28m,lose,015,OK금융그룹
183,2019.02.17,KB손해보험,2:3,111,104,2h 20m,lose,015,OK금융그룹
17,2018.10.26,현대캐피탈,0:3,63,79,1h 27m,lose,015,OK금융그룹
57,2018.11.20,현대캐피탈,2:3,98,110,2h 09m,lose,015,OK금융그룹
78,2018.12.04,현대캐피탈,0:3,63,75,1h 24m,lose,015,OK금융그룹
127,2019.01.06,현대캐피탈,2:3,113,116,2h 27m,lose,015,OK금융그룹
179,2019.02.14,현대캐피탈,0:3,65,78,1h 24m,lose,015,OK금융그룹
200,2019.03.01,현대캐피탈,0:3,56,75,1h 18m,lose,015,OK금융그룹
3,2018.10.15,한국전력,3:1,103,95,2h 12m,win,015,OK금융그룹
62,2018.11.24,한국전력,3:0,75,56,1h 15m,win,015,OK금융그룹
82,2018.12.07,한국전력,3:0,75,50,1h 09m,win,015,OK금융그룹
144,2019.01.18,한국전력,1:3,86,96,1h 48m,lose,015,OK금융그룹
157,2019.02.01,한국전력,3:0,75,61,1h 22m,win,015,OK금융그룹
211,2019.03.08,한국전력,3:0,75,56,1h 14m,win,015,OK금융그룹
5,2018.10.18,우리카드,3:1,98,84,1h 50m,win,015,OK금융그룹
52,2018.11.17,우리카드,1:3,87,99,1h 54m,lose,015,OK금융그룹
101,2018.12.20,우리카드,2:3,105,101,2h 10m,lose,015,OK금융그룹
113,2018.12.28,우리카드,0:3,52,75,1h 08m,lose,015,OK금융그룹
170,2019.02.09,우리카드,1:3,85,94,1h 45m,lose,015,OK금융그룹
193,2019.02.24,우리카드,3:1,93,94,1h 52m,win,015,OK금융그룹
10,2018.10.22,대한항공,0:3,59,75,1h 19m,lose,015,우리카드
71,2018.11.29,대한항공,3:2,109,112,2h 23m,win,015,우리카드
85,2018.12.09,대한항공,2:3,98,102,2h 01m,lose,015,우리카드
129,2019.01.07,대한항공,2:3,106,107,2h 16m,lose,015,우리카드
166,2019.02.06,대한항공,0:3,62,75,1h 33m,lose,015,우리카드
210,2019.03.07,대한항공,0:3,66,78,1h 28m,lose,015,우리카드
2,2018.10.14,삼성화재,1:3,106,111,2h 16m,lose,015,우리카드
60,2018.11.22,삼성화재,2:3,99,104,2h 03m,lose,015,우리카드
75,2018.12.02,삼성화재,3:1,91,91,1h 53m,win,015,우리카드
118,2018.12.31,삼성화재,3:1,99,87,1h 49m,win,015,우리카드
175,2019.02.12,삼성화재,3:1,98,75,1h 44m,win,015,우리카드
202,2019.03.02,삼성화재,0:3,54,75,1h 18m,lose,015,우리카드
15,2018.10.25,KB손해보험,1:3,86,106,2h 03m,lose,015,우리카드
66,2018.11.26,KB손해보험,3:0,77,67,1h 33m,win,015,우리카드
105,2018.12.23,KB손해보험,3:1,96,81,1h 52m,win,015,우리카드
143,2019.01.17,KB손해보험,3:0,77,65,1h 27m,win,015,우리카드
158,2019.02.02,KB손해보험,3:0,77,63,1h 28m,win,015,우리카드
189,2019.02.21,KB손해보험,1:3,86,96,1h 50m,lose,015,우리카드
23,2018.10.29,현대캐피탈,3:0,75,68,1h 28m,win,015,우리카드
41,2018.11.09,현대캐피탈,2:3,101,117,2h 22m,lose,015,우리카드
97,2018.12.17,현대캐피탈,0:3,46,75,1h 13m,lose,015,우리카드
123,2019.01.03,현대캐피탈,2:3,103,106,2h 18m,lose,015,우리카드
150,2019.01.27,현대캐피탈,3:0,75,63,1h 27m,win,015,우리카드
214,2019.03.10,현대캐피탈,3:2,108,88,2h 01m,win,015,우리카드
218,2019.03.16,현대캐피탈,2:3,97,109,2h 18m,lose,015,우리카드
220,2019.03.18,현대캐피탈,0:3,64,82,1h 32m,lose,015,우리카드
33,2018.11.04,한국전력,3:0,75,58,1h 21m,win,015,우리카드
46,2018.11.12,한국전력,3:0,79,61,1h 29m,win,015,우리카드
92,2018.12.14,한국전력,3:2,117,110,2h 23m,win,015,우리카드
135,2019.01.12,한국전력,3:0,75,56,1h 18m,win,015,우리카드
146,2019.01.24,한국전력,3:0,75,67,1h 27m,win,015,우리카드
181,2019.02.16,한국전력,2:3,105,102,2h 20m,lose,015,우리카드
5,2018.10.18,OK금융그룹,1:3,84,98,1h 50m,lose,015,우리카드
52,2018.11.17,OK금융그룹,3:1,99,87,1h 54m,win,015,우리카드
101,2018.12.20,OK금융그룹,3:2,101,105,2h 10m,win,015,우리카드
113,2018.12.28,OK금융그룹,3:0,75,52,1h 08m,win,015,우리카드
170,2019.02.09,OK금융그룹,3:1,94,85,1h 45m,win,015,우리카드
193,2019.02.24,OK금융그룹,1:3,94,93,1h 52m,lose,015,우리카드
11,2019.10.22,삼성화재,1:3,81,97,1h 45m,lose,016,대한항공
42,2019.11.10,삼성화재,3:2,107,104,2h 11m,win,016,대한항공
97,2019.12.15,삼성화재,3:0,75,65,1h 26m,win,016,대한항공
130,2020.01.23,삼성화재,3:0,75,61,1h 30m,win,016,대한항공
153,2020.02.06,삼성화재,3:1,97,82,1h 56m,win,016,대한항공
188,2020.02.28,삼성화재,3:1,98,74,1h 45m,win,016,대한항공
31,2019.11.03,KB손해보험,3:1,92,91,1h 54m,win,016,대한항공
62,2019.11.23,KB손해보험,3:0,75,64,1h 30m,win,016,대한항공
92,2019.12.12,KB손해보험,2:3,105,96,2h 12m,lose,016,대한항공
110,2019.12.29,KB손해보험,1:3,89,98,2h 02m,lose,016,대한항공
166,2020.02.14,KB손해보험,3:0,75,59,1h 20m,win,016,대한항공
1,2019.10.12,현대캐피탈,3:1,95,93,2h 01m,win,016,대한항공
70,2019.11.28,현대캐피탈,0:3,69,77,1h 29m,lose,016,대한항공
75,2019.12.01,현대캐피탈,3:2,111,98,2h 19m,win,016,대한항공
122,2020.01.18,현대캐피탈,1:3,84,98,1h 51m,lose,016,대한항공
147,2020.02.02,현대캐피탈,3:2,119,118,2h 28m,win,016,대한항공
6,2019.10.18,한국전력,3:0,88,68,1h 35m,win,016,대한항공
48,2019.11.14,한국전력,3:2,115,104,2h 12m,win,016,대한항공
106,2019.12.22,한국전력,3:2,122,112,2h 28m,win,016,대한항공
115,2020.01.14,한국전력,3:0,75,63,1h 29m,win,016,대한항공
173,2020.02.19,한국전력,3:0,75,54,1h 21m,win,016,대한항공
17,2019.10.25,OK금융그룹,0:3,61,75,1h 19m,lose,016,대한항공
57,2019.11.20,OK금융그룹,3:2,111,90,2h 05m,win,016,대한항공
83,2019.12.06,OK금융그룹,3:1,102,76,1h 54m,win,016,대한항공
137,2020.01.27,OK금융그룹,3:0,75,56,1h 22m,win,016,대한항공
142,2020.01.30,OK금융그룹,3:0,77,62,1h 26m,win,016,대한항공
26,2019.10.31,우리카드,3:0,76,62,1h 33m,win,016,대한항공
35,2019.11.06,우리카드,3:0,79,66,1h 32m,win,016,대한항공
102,2019.12.19,우리카드,2:3,113,117,2h 27m,lose,016,대한항공
114,2020.01.04,우리카드,0:3,62,75,1h 26m,lose,016,대한항공
158,2020.02.09,우리카드,3:1,104,94,2h 04m,win,016,대한항공
11,2019.10.22,대한항공,3:1,97,81,1h 45m,win,016,삼성화재
42,2019.11.10,대한항공,2:3,104,107,2h 11m,lose,016,삼성화재
97,2019.12.15,대한항공,0:3,65,75,1h 26m,lose,016,삼성화재
130,2020.01.23,대한항공,0:3,61,75,1h 30m,lose,016,삼성화재
153,2020.02.06,대한항공,1:3,82,97,1h 56m,lose,016,삼성화재
188,2020.02.28,대한항공,1:3,74,98,1h 45m,lose,016,삼성화재
7,2019.10.19,KB손해보험,3:2,109,107,2h 15m,win,016,삼성화재
37,2019.11.07,KB손해보험,3:1,94,84,1h 54m,win,016,삼성화재
73,2019.11.30,KB손해보험,3:2,117,114,2h 28m,win,016,삼성화재
112,2020.01.01,KB손해보험,3:1,96,82,1h 50m,win,016,삼성화재
160,2020.02.11,KB손해보험,2:3,104,101,2h 13m,lose,016,삼성화재
28,2019.11.01,현대캐피탈,2:3,107,111,2h 23m,lose,016,삼성화재
59,2019.11.21,현대캐피탈,3:1,102,84,1h 55m,win,016,삼성화재
90,2019.12.11,현대캐피탈,0:3,57,77,1h 24m,lose,016,삼성화재
140,2020.01.29,현대캐피탈,1:3,94,107,2h 12m,lose,016,삼성화재
171,2020.02.18,현대캐피탈,3:1,97,84,1h 51m,win,016,삼성화재
18,2019.10.26,한국전력,3:1,94,84,1h 49m,win,016,삼성화재
53,2019.11.17,한국전력,3:1,98,86,1h 53m,win,016,삼성화재
86,2019.12.08,한국전력,3:0,76,54,1h 21m,win,016,삼성화재
121,2020.01.17,한국전력,0:3,60,76,1h 21m,lose,016,삼성화재
167,2020.02.15,한국전력,3:0,76,55,1h 23m,win,016,삼성화재
182,2020.02.25,한국전력,3:2,111,95,2h 15m,win,016,삼성화재
4,2019.10.16,OK금융그룹,1:3,87,99,1h 51m,lose,016,삼성화재
46,2019.11.13,OK금융그룹,2:3,102,98,2h 07m,lose,016,삼성화재
104,2019.12.20,OK금융그룹,3:0,77,69,1h 34m,win,016,삼성화재
109,2019.12.28,OK금융그룹,0:3,63,75,1h 22m,lose,016,삼성화재
177,2020.02.21,OK금융그룹,1:3,87,94,1h 48m,lose,016,삼성화재
2,2019.10.13,우리카드,0:3,53,75,1h 25m,lose,016,삼성화재
68,2019.11.27,우리카드,0:3,56,75,1h 17m,lose,016,삼성화재
79,2019.12.04,우리카드,2:3,103,113,2h 12m,lose,016,삼성화재
135,2020.01.26,우리카드,0:3,50,75,1h 20m,lose,016,삼성화재
145,2020.02.01,우리카드,0:3,51,75,1h 13m,lose,016,삼성화재
31,2019.11.03,대한항공,1:3,91,92,1h 54m,lose,016,KB손해보험
62,2019.11.23,대한항공,0:3,64,75,1h 30m,lose,016,KB손해보험
92,2019.12.12,대한항공,3:2,96,105,2h 12m,win,016,KB손해보험
110,2019.12.29,대한항공,3:1,98,89,2h 02m,win,016,KB손해보험
166,2020.02.14,대한항공,0:3,59,75,1h 20m,lose,016,KB손해보험
7,2019.10.19,삼성화재,2:3,107,109,2h 15m,lose,016,KB손해보험
37,2019.11.07,삼성화재,1:3,84,94,1h 54m,lose,016,KB손해보험
73,2019.11.30,삼성화재,2:3,114,117,2h 28m,lose,016,KB손해보험
112,2020.01.01,삼성화재,1:3,82,96,1h 50m,lose,016,KB손해보험
160,2020.02.11,삼성화재,3:2,101,104,2h 13m,win,016,KB손해보험
15,2019.10.24,현대캐피탈,2:3,109,110,2h 25m,lose,016,KB손해보험
44,2019.11.12,현대캐피탈,1:3,102,102,2h 11m,lose,016,KB손해보험
105,2019.12.21,현대캐피탈,0:3,55,75,1h 21m,lose,016,KB손해보험
133,2020.01.25,현대캐피탈,1:3,91,101,1h 59m,lose,016,KB손해보험
156,2020.02.08,현대캐피탈,1:3,89,97,1h 57m,lose,016,KB손해보험
191,2020.03.01,현대캐피탈,2:3,118,121,2h 29m,lose,016,KB손해보험
3,2019.10.15,한국전력,3:2,105,101,2h 14m,win,016,KB손해보험
66,2019.11.26,한국전력,1:3,86,95,1h 57m,lose,016,KB손해보험
100,2019.12.18,한국전력,1:3,89,96,1h 53m,lose,016,KB손해보험
139,2020.01.28,한국전력,3:1,92,81,1h 50m,win,016,KB손해보험
144,2020.01.31,한국전력,3:2,110,103,2h 23m,win,016,KB손해보험
24,2019.10.30,OK금융그룹,2:3,107,97,2h 08m,lose,016,KB손해보험
51,2019.11.16,OK금융그룹,2:3,96,102,2h 07m,lose,016,KB손해보험
77,2019.12.03,OK금융그룹,3:0,77,71,1h 34m,win,016,KB손해보험
119,2020.01.16,OK금융그룹,3:2,106,103,2h 08m,win,016,KB손해보험
149,2020.02.04,OK금융그룹,3:0,75,64,1h 35m,win,016,KB손해보험
184,2020.02.26,OK금융그룹,1:3,86,92,1h 54m,lose,016,KB손해보험
20,2019.10.27,우리카드,2:3,104,109,2h 11m,lose,016,KB손해보험
55,2019.11.19,우리카드,0:3,57,75,1h 20m,lose,016,KB손해보험
84,2019.12.07,우리카드,3:2,102,106,2h 21m,win,016,KB손해보험
128,2020.01.22,우리카드,0:3,71,77,1h 40m,lose,016,KB손해보험
175,2020.02.20,우리카드,0:3,70,78,1h 40m,lose,016,KB손해보험
180,2020.02.23,우리카드,0:3,59,75,1h 24m,lose,016,KB손해보험
1,2019.10.12,대한항공,1:3,93,95,2h 01m,lose,016,현대캐피탈
70,2019.11.28,대한항공,3:0,77,69,1h 29m,win,016,현대캐피탈
75,2019.12.01,대한항공,2:3,98,111,2h 19m,lose,016,현대캐피탈
122,2020.01.18,대한항공,3:1,98,84,1h 51m,win,016,현대캐피탈
147,2020.02.02,대한항공,2:3,118,119,2h 28m,lose,016,현대캐피탈
28,2019.11.01,삼성화재,3:2,111,107,2h 23m,win,016,현대캐피탈
59,2019.11.21,삼성화재,1:3,84,102,1h 55m,lose,016,현대캐피탈
90,2019.12.11,삼성화재,3:0,77,57,1h 24m,win,016,현대캐피탈
140,2020.01.29,삼성화재,3:1,107,94,2h 12m,win,016,현대캐피탈
171,2020.02.18,삼성화재,1:3,84,97,1h 51m,lose,016,현대캐피탈
15,2019.10.24,KB손해보험,3:2,110,109,2h 25m,win,016,현대캐피탈
44,2019.11.12,KB손해보험,3:1,102,102,2h 11m,win,016,현대캐피탈
105,2019.12.21,KB손해보험,3:0,75,55,1h 21m,win,016,현대캐피탈
133,2020.01.25,KB손해보험,3:1,101,91,1h 59m,win,016,현대캐피탈
156,2020.02.08,KB손해보험,3:1,97,89,1h 57m,win,016,현대캐피탈
191,2020.03.01,KB손해보험,3:2,121,118,2h 29m,win,016,현대캐피탈
22,2019.10.29,한국전력,1:3,96,98,2h 01m,lose,016,현대캐피탈
39,2019.11.08,한국전력,1:3,93,102,2h 04m,lose,016,현대캐피탈
81,2019.12.05,한국전력,3:0,75,56,1h 22m,win,016,현대캐피탈
126,2020.01.21,한국전력,3:0,75,54,1h 19m,win,016,현대캐피탈
178,2020.02.22,한국전력,3:2,110,107,2h 16m,win,016,현대캐피탈
33,2019.11.05,OK금융그룹,3:0,78,67,1h 36m,win,016,현대캐피탈
64,2019.11.24,OK금융그룹,3:0,76,65,1h 29m,win,016,현대캐피탈
107,2019.12.24,OK금융그룹,3:0,75,62,1h 27m,win,016,현대캐피탈
113,2020.01.03,OK금융그룹,1:3,89,99,2h 02m,lose,016,현대캐피탈
164,2020.02.13,OK금융그룹,3:2,111,101,2h 12m,win,016,현대캐피탈
5,2019.10.17,우리카드,2:3,106,104,2h 10m,lose,016,현대캐피탈
50,2019.11.15,우리카드,1:3,82,97,1h 56m,lose,016,현대캐피탈
95,2019.12.14,우리카드,3:0,89,77,1h 43m,win,016,현대캐피탈
117,2020.01.15,우리카드,1:3,83,98,1h 56m,lose,016,현대캐피탈
151,2020.02.05,우리카드,0:3,77,83,1h 44m,lose,016,현대캐피탈
186,2020.02.27,우리카드,2:3,102,111,2h 09m,lose,016,현대캐피탈
6,2019.10.18,대한항공,0:3,68,88,1h 35m,lose,016,한국전력
48,2019.11.14,대한항공,2:3,104,115,2h 12m,lose,016,한국전력
106,2019.12.22,대한항공,2:3,112,122,2h 28m,lose,016,한국전력
115,2020.01.14,대한항공,0:3,63,75,1h 29m,lose,016,한국전력
173,2020.02.19,대한항공,0:3,54,75,1h 21m,lose,016,한국전력
18,2019.10.26,삼성화재,1:3,84,94,1h 49m,lose,016,한국전력
53,2019.11.17,삼성화재,1:3,86,98,1h 53m,lose,016,한국전력
86,2019.12.08,삼성화재,0:3,54,76,1h 21m,lose,016,한국전력
121,2020.01.17,삼성화재,3:0,76,60,1h 21m,win,016,한국전력
167,2020.02.15,삼성화재,0:3,55,76,1h 23m,lose,016,한국전력
182,2020.02.25,삼성화재,2:3,95,111,2h 15m,lose,016,한국전력
3,2019.10.15,KB손해보험,2:3,101,105,2h 14m,lose,016,한국전력
66,2019.11.26,KB손해보험,3:1,95,86,1h 57m,win,016,한국전력
100,2019.12.18,KB손해보험,3:1,96,89,1h 53m,win,016,한국전력
139,2020.01.28,KB손해보험,1:3,81,92,1h 50m,lose,016,한국전력
144,2020.01.31,KB손해보험,2:3,103,110,2h 23m,lose,016,한국전력
22,2019.10.29,현대캐피탈,3:1,98,96,2h 01m,win,016,한국전력
39,2019.11.08,현대캐피탈,3:1,102,93,2h 04m,win,016,한국전력
81,2019.12.05,현대캐피탈,0:3,56,75,1h 22m,lose,016,한국전력
126,2020.01.21,현대캐피탈,0:3,54,75,1h 19m,lose,016,한국전력
178,2020.02.22,현대캐피탈,2:3,107,110,2h 16m,lose,016,한국전력
29,2019.11.02,OK금융그룹,0:3,60,75,1h 22m,lose,016,한국전력
72,2019.11.29,OK금융그룹,3:2,111,104,2h 17m,win,016,한국전력
94,2019.12.13,OK금융그룹,0:3,64,75,1h 20m,lose,016,한국전력
132,2020.01.24,OK금융그룹,1:3,93,99,2h 01m,lose,016,한국전력
155,2020.02.07,OK금융그룹,0:3,71,78,1h 33m,lose,016,한국전력
189,2020.02.29,OK금융그룹,1:3,90,96,1h 53m,lose,016,한국전력
13,2019.10.23,우리카드,1:3,90,95,1h 56m,lose,016,한국전력
61,2019.11.22,우리카드,0:3,62,76,1h 24m,lose,016,한국전력
108,2019.12.25,우리카드,1:3,96,108,2h 06m,lose,016,한국전력
111,2019.12.31,우리카드,0:3,55,76,1h 20m,lose,016,한국전력
162,2020.02.12,우리카드,2:3,85,109,2h 02m,lose,016,한국전력
17,2019.10.25,대한항공,3:0,75,61,1h 19m,win,016,OK금융그룹
57,2019.11.20,대한항공,2:3,90,111,2h 05m,lose,016,OK금융그룹
83,2019.12.06,대한항공,1:3,76,102,1h 54m,lose,016,OK금융그룹
137,2020.01.27,대한항공,0:3,56,75,1h 22m,lose,016,OK금융그룹
142,2020.01.30,대한항공,0:3,62,77,1h 26m,lose,016,OK금융그룹
4,2019.10.16,삼성화재,3:1,99,87,1h 51m,win,016,OK금융그룹
46,2019.11.13,삼성화재,3:2,98,102,2h 07m,win,016,OK금융그룹
104,2019.12.20,삼성화재,0:3,69,77,1h 34m,lose,016,OK금융그룹
109,2019.12.28,삼성화재,3:0,75,63,1h 22m,win,016,OK금융그룹
177,2020.02.21,삼성화재,3:1,94,87,1h 48m,win,016,OK금융그룹
24,2019.10.30,KB손해보험,3:2,97,107,2h 08m,win,016,OK금융그룹
51,2019.11.16,KB손해보험,3:2,102,96,2h 07m,win,016,OK금융그룹
77,2019.12.03,KB손해보험,0:3,71,77,1h 34m,lose,016,OK금융그룹
119,2020.01.16,KB손해보험,2:3,103,106,2h 08m,lose,016,OK금융그룹
149,2020.02.04,KB손해보험,0:3,64,75,1h 35m,lose,016,OK금융그룹
184,2020.02.26,KB손해보험,3:1,92,86,1h 54m,win,016,OK금융그룹
33,2019.11.05,현대캐피탈,0:3,67,78,1h 36m,lose,016,OK금융그룹
64,2019.11.24,현대캐피탈,0:3,65,76,1h 29m,lose,016,OK금융그룹
107,2019.12.24,현대캐피탈,0:3,62,75,1h 27m,lose,016,OK금융그룹
113,2020.01.03,현대캐피탈,3:1,99,89,2h 02m,win,016,OK금융그룹
164,2020.02.13,현대캐피탈,2:3,101,111,2h 12m,lose,016,OK금융그룹
29,2019.11.02,한국전력,3:0,75,60,1h 22m,win,016,OK금융그룹
72,2019.11.29,한국전력,2:3,104,111,2h 17m,lose,016,OK금융그룹
94,2019.12.13,한국전력,3:0,75,64,1h 20m,win,016,OK금융그룹
132,2020.01.24,한국전력,3:1,99,93,2h 01m,win,016,OK금융그룹
155,2020.02.07,한국전력,3:0,78,71,1h 33m,win,016,OK금융그룹
189,2020.02.29,한국전력,3:1,96,90,1h 53m,win,016,OK금융그룹
9,2019.10.20,우리카드,3:1,97,92,2h 01m,win,016,OK금융그룹
40,2019.11.09,우리카드,2:3,110,115,2h 20m,lose,016,OK금융그룹
88,2019.12.10,우리카드,3:2,115,105,2h 23m,win,016,OK금융그룹
124,2020.01.19,우리카드,2:3,98,105,2h 15m,lose,016,OK금융그룹
169,2020.02.16,우리카드,1:3,80,97,1h 48m,lose,016,OK금융그룹
26,2019.10.31,대한항공,0:3,62,76,1h 33m,lose,016,우리카드
35,2019.11.06,대한항공,0:3,66,79,1h 32m,lose,016,우리카드
102,2019.12.19,대한항공,3:2,117,113,2h 27m,win,016,우리카드
114,2020.01.04,대한항공,3:0,75,62,1h 26m,win,016,우리카드
158,2020.02.09,대한항공,1:3,94,104,2h 04m,lose,016,우리카드
2,2019.10.13,삼성화재,3:0,75,53,1h 25m,win,016,우리카드
68,2019.11.27,삼성화재,3:0,75,56,1h 17m,win,016,우리카드
79,2019.12.04,삼성화재,3:2,113,103,2h 12m,win,016,우리카드
135,2020.01.26,삼성화재,3:0,75,50,1h 20m,win,016,우리카드
145,2020.02.01,삼성화재,3:0,75,51,1h 13m,win,016,우리카드
20,2019.10.27,KB손해보험,3:2,109,104,2h 11m,win,016,우리카드
55,2019.11.19,KB손해보험,3:0,75,57,1h 20m,win,016,우리카드
84,2019.12.07,KB손해보험,2:3,106,102,2h 21m,lose,016,우리카드
128,2020.01.22,KB손해보험,3:0,77,71,1h 40m,win,016,우리카드
175,2020.02.20,KB손해보험,3:0,78,70,1h 40m,win,016,우리카드
180,2020.02.23,KB손해보험,3:0,75,59,1h 24m,win,016,우리카드
5,2019.10.17,현대캐피탈,3:2,104,106,2h 10m,win,016,우리카드
50,2019.11.15,현대캐피탈,3:1,97,82,1h 56m,win,016,우리카드
95,2019.12.14,현대캐피탈,0:3,77,89,1h 43m,lose,016,우리카드
117,2020.01.15,현대캐피탈,3:1,98,83,1h 56m,win,016,우리카드
151,2020.02.05,현대캐피탈,3:0,83,77,1h 44m,win,016,우리카드
186,2020.02.27,현대캐피탈,3:2,111,102,2h 09m,win,016,우리카드
13,2019.10.23,한국전력,3:1,95,90,1h 56m,win,016,우리카드
61,2019.11.22,한국전력,3:0,76,62,1h 24m,win,016,우리카드
108,2019.12.25,한국전력,3:1,108,96,2h 06m,win,016,우리카드
111,2019.12.31,한국전력,3:0,76,55,1h 20m,win,016,우리카드
162,2020.02.12,한국전력,3:2,109,85,2h 02m,win,016,우리카드
9,2019.10.20,OK금융그룹,1:3,92,97,2h 01m,lose,016,우리카드
40,2019.11.09,OK금융그룹,3:2,115,110,2h 20m,win,016,우리카드
88,2019.12.10,OK금융그룹,2:3,105,115,2h 23m,lose,016,우리카드
124,2020.01.19,OK금융그룹,3:2,105,98,2h 15m,win,016,우리카드
169,2020.02.16,OK금융그룹,3:1,97,80,1h 48m,win,016,우리카드
6,2020.10.21,삼성화재,3:1,95,80,1h 49m,win,017,대한항공
49,2020.11.19,삼성화재,3:2,101,91,2h 03m,win,017,대한항공
79,2020.12.09,삼성화재,3:0,76,70,1h 37m,win,017,대한항공
120,2021.01.09,삼성화재,3:1,97,79,1h 48m,win,017,대한항공
148,2021.01.29,삼성화재,3:1,98,90,1h 57m,win,017,대한항공
205,2021.03.21,삼성화재,3:0,75,62,1h 26m,win,017,대한항공
19,2020.10.30,KB손해보험,1:3,87,94,1h 53m,lose,017,대한항공
62,2020.11.28,KB손해보험,1:3,90,94,1h 53m,lose,017,대한항공
83,2020.12.12,KB손해보험,3:2,120,113,2h 32m,win,017,대한항공
129,2021.01.15,KB손해보험,3:2,105,100,2h 11m,win,017,대한항공
155,2021.02.03,KB손해보험,3:0,75,50,1h 17m,win,017,대한항공
197,2021.03.14,KB손해보험,3:0,75,55,1h 23m,win,017,대한항공
27,2020.11.04,현대캐피탈,3:1,97,88,1h 53m,win,017,대한항공
37,2020.11.11,현대캐피탈,3:0,75,58,1h 22m,win,017,대한항공
91,2020.12.18,현대캐피탈,3:1,96,80,1h 54m,win,017,대한항공
116,2021.01.06,현대캐피탈,2:3,112,112,2h 25m,lose,017,대한항공
173,2021.02.16,현대캐피탈,3:0,75,59,1h 23m,win,017,대한항공
209,2021.03.25,현대캐피탈,3:0,83,65,1h 30m,win,017,대한항공
33,2020.11.08,한국전력,3:0,77,67,1h 35m,win,017,대한항공
44,2020.11.15,한국전력,1:3,85,100,2h 07m,lose,017,대한항공
75,2020.12.06,한국전력,3:2,112,103,2h 18m,win,017,대한항공
111,2020.12.31,한국전력,2:3,114,113,2h 33m,lose,017,대한항공
167,2021.02.11,한국전력,1:3,95,93,2h 04m,lose,017,대한항공
201,2021.03.17,한국전력,3:0,84,71,1h 45m,win,017,대한항공
13,2020.10.25,OK금융그룹,2:3,108,114,2h 33m,lose,017,대한항공
70,2020.12.03,OK금융그룹,3:1,96,79,1h 51m,win,017,대한항공
98,2020.12.23,OK금융그룹,3:2,108,106,2h 21m,win,017,대한항공
139,2021.01.22,OK금융그룹,3:0,76,64,1h 25m,win,017,대한항공
160,2021.02.06,OK금융그룹,3:2,105,102,2h 18m,win,017,대한항공
215,2021.04.01,OK금융그룹,3:1,97,79,1h 56m,win,017,대한항공
1,2020.10.17,우리카드,3:2,111,98,2h 22m,win,017,대한항공
56,2020.11.24,우리카드,3:1,91,85,1h 52m,win,017,대한항공
105,2020.12.27,우리카드,2:3,107,108,2h 19m,lose,017,대한항공
124,2021.01.12,우리카드,2:3,114,113,2h 26m,lose,017,대한항공
180,2021.02.20,우리카드,0:3,69,84,1h 34m,lose,017,대한항공
212,2021.03.29,우리카드,3:1,94,86,1h 55m,win,017,대한항공
225,2021.04.11,우리카드,0:3,71,78,1h 37m,lose,017,대한항공
227,2021.04.12,우리카드,3:2,115,107,2h 28m,win,017,대한항공
